img_filename,imdbId,Title,Genre,Drama,Comedy,Romance,Crime,Short,Adventure,Mystery,Horror,Musical ,Fantasy,Family ,Action,Western,History,War,Thriller,Animation,Biography,Documentary ,Sport
11909.jpg,11909,The Affairs of Anatol (1921),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18187.jpg,18187,Le mystÌ¬re de la tour Eiffel (1927),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19557.jpg,19557,Weary River (1929),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8663.jpg,8663,Terje Vigen (1917),Drama|War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16473.jpg,16473,The Unholy Three (1925),Crime|Drama|Romance,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23990.jpg,23990,Eskimo (1933),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19489.jpg,19489,The Trail of '98 (1928),Action|Adventure|Drama,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17128.jpg,17128,Mother (1926),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25555.jpg,25555,Nana (1934),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14586.jpg,14586,Waxworks (1924),Fantasy|Horror,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25164.jpg,25164,The Gay Divorcee (1934),Comedy|Musical|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12543.jpg,12543,The Paleface (1922),Short|Comedy|Western,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7613.jpg,7613,The Adventurer (1917),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24429.jpg,24429,Parole Girl (1933),Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20589.jpg,20589,Wild Orchids (1929),Romance|Drama,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22386.jpg,22386,The Sin of Madelon Claudet (1931),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11358.jpg,11358,Just Pals (1920),Comedy|Drama|Western,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8443.jpg,8443,The Poor Little Rich Girl (1917),Comedy|Drama|Family,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24803.jpg,24803,Zero for Conduct (1933),Short|Comedy|Drama,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21394.jpg,21394,So Long Letty (1929),Comedy|Musical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24914.jpg,24914,Bright Eyes (1934),Comedy|Drama|Family,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24645.jpg,24645,Tarzan the Fearless (1933),Action|Adventure,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20702.jpg,20702,Born Reckless (1930),Crime|Drama|Film-Noir,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9440.jpg,9440,Old Wives for New (1918),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20799.jpg,20799,The Cuckoos (1930),Comedy|Musical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23345.jpg,23345,The Red Head (1932),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8395.jpg,8395,Otets Sergiy (1918),Biography|Drama|History,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19237.jpg,19237,Our Dancing Daughters (1928),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21673.jpg,21673,Blonde Crazy (1931),Comedy|Crime|Drama,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16690.jpg,16690,Brown of Harvard (1926),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25214.jpg,25214,Haha wo kowazuya (1934),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22628.jpg,22628,The Animal Kingdom (1932),Comedy|Drama|Romance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22882.jpg,22882,Fast Life (1932),Comedy|Romance|Sport,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24844.jpg,24844,L'Atalante (1934),Comedy|Drama|Romance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16953.jpg,16953,Der heilige Berg (1926),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14109.jpg,14109,The Saga of GÌ¦sta Berling (1924),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25465.jpg,25465,Maniac (1934),Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21106.jpg,21106,Madam Satan (1930),Musical|Romance|Comedy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19886.jpg,19886,The Flying Fleet (1929),Adventure|Drama|Romance,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24978.jpg,24978,Chu Chin Chow (1934),Action|Adventure|Comedy,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13626.jpg,13626,La souriante Madame Beudet (1923),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15152.jpg,15152,Mustalaishurmaaja (1929),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20827.jpg,20827,The Divorcee (1930),Romance|Drama,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25477.jpg,25477,The Mascot (1933),Animation|Short|Adventure,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5060.jpg,5060,Carmen (1915),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22700.jpg,22700,Blondie of the Follies (1932),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22276.jpg,22276,Possessed (1931),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24831.jpg,24831,Anne of Green Gables (1934),Comedy|Drama|Family,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21910.jpg,21910,Girls About Town (1931),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8523.jpg,8523,The Rough House (1917),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18179.jpg,18179,Mr. Wu (1927),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19959.jpg,19959,Hallelujah (1929),Drama|Musical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24402.jpg,24402,The Patriots (1933),Drama|War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24120.jpg,24120,HijÌ«sen no onna (1933),Crime|Drama|Romance,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21472.jpg,21472,Three Faces East (1930),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11370.jpg,11370,Klostret i Sendomir (1920),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20062.jpg,20062,The Kiss (1929),Romance|Drama,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16691.jpg,16691,Brudeferden i Hardanger (1926),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044.jpg,5044,By the Sea (1915),Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24592.jpg,24592,Somewhere in Sonora (1933),Action|Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23241.jpg,23241,Movie Crazy (1932),Comedy|Family|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24569.jpg,24569,Sittin' on a Backyard Fence (1933),Animation|Family|Short,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23537.jpg,23537,A Successful Calamity (1932),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21282.jpg,21282,Rain or Shine (1930),Comedy|Drama|Romance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22251.jpg,22251,Pardon Us (1931),Comedy|Crime|Drama,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22775.jpg,22775,Frisco Jenny (1932),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15175.jpg,15175,Die Nibelungen: Siegfried (1924),Adventure|Drama|Fantasy,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19563.jpg,19563,West of Zanzibar (1928),Drama|Mystery,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5529.jpg,5529,Blind Justice (1916),Crime|Drama|Mystery,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25301.jpg,25301,Imitation of Life (1934),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23180.jpg,23180,Man Wanted (1932),Romance|Comedy|Drama,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23158.jpg,23158,Love Me Tonight (1932),Comedy|Musical|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23125.jpg,23125,Lawyer Man (1932),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21309.jpg,21309,The Story of the Fox (1930),Animation|Comedy|Family,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19571.jpg,19571,While the City Sleeps (1928),Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13422.jpg,13422,My Wife's Relations (1922),Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15361.jpg,15361,Stachka (1925),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795.jpg,2795,Death's Marathon (1913),Short|Drama|Romance,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25228.jpg,25228,Heat Lightning (1934),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17463.jpg,17463,3 Bad Men (1926),Romance|Western,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5812.jpg,5812,A Night in the Show (1915),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13201.jpg,13201,Grandma's Boy (1922),Comedy|Family,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21668.jpg,21668,The Black Camel (1931),Crime|Mystery|Thriller,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7476.jpg,7476,Triple Trouble (1918),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6886.jpg,6886,Judex (1916),Adventure|Crime,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6753.jpg,6753,The Half-Breed (1916),Western,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20514.jpg,20514,The Trespasser (1929),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19096.jpg,19096,Lights of New York (1928),Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14624.jpg,14624,A Woman of Paris: A Drama of Fate (1923),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23982.jpg,23982,"Elmer, the Great (1933)",Comedy|Romance|Sport,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18037.jpg,18037,The Jazz Singer (1927),Drama|Music|Musical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21571.jpg,21571,Zemlya (1930),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6414.jpg,6414,Behind the Screen (1916),Short|Comedy|Romance,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15758.jpg,15758,Don Q Son of Zorro (1925),Adventure|Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7264.jpg,7264,The Rink (1916),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11362.jpg,11362,Karin Ingmarsdotter (1920),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23590.jpg,23590,Three on a Match (1932),Crime|Drama|Romance,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20479.jpg,20479,The Taming of the Shrew (1929),Comedy|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10418.jpg,10418,Male and Female (1919),Adventure|Drama,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12486.jpg,12486,My Boy (1921),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23271.jpg,23271,Night World (1932),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19591.jpg,19591,A Woman of Affairs (1928),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23685.jpg,23685,The Wet Parade (1932),Drama|History|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3489.jpg,3489,The Last Days of Pompeii (1913),Adventure|Drama,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9062.jpg,9062,The Merry Jail (1917),Comedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23790.jpg,23790,Before Dawn (1933),Drama|Mystery,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16123.jpg,16123,The Monster (1925),Comedy|Horror|Mystery,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20298.jpg,20298,Queen Kelly (1929),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10247.jpg,10247,Herr Arnes pengar (1919),Drama|History,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20336.jpg,20336,Chasing Rainbows (1930),Comedy|Drama|Musical,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18909.jpg,18909,Four Sons (1928),Drama|War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22681.jpg,22681,The Big Stampede (1932),Western,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23427.jpg,23427,Scarface (1932),Action|Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23969.jpg,23969,Duck Soup (1933),Comedy|Musical|War,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23629.jpg,23629,Two Seconds (1932),Drama|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23349.jpg,23349,Polly of the Circus (1932),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24514.jpg,24514,S.O.S. Eisberg (1933),Adventure|Drama,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23800.jpg,23800,Betty Boop's Hallowe'en Party (1933),Animation|Short|Family,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18836.jpg,18836,The Divine Woman (1928),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22537.jpg,22537,The Viking (1931),Adventure|Drama|Romance,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13140.jpg,13140,Foolish Wives (1922),Drama|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14446.jpg,14446,Der Schatz (1923),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210.jpg,20210,Navy Blues (1929),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24727.jpg,24727,The Vampire Bat (1933),Drama|Horror|Mystery,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24968.jpg,24968,Charlie Chan in London (1934),Crime|Drama|Mystery,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11565.jpg,11565,The Penalty (1920),Crime|Drama|Horror,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16029.jpg,16029,The Little Colonel (1935),Comedy|Family,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21508.jpg,21508,Up the River (1930),Comedy|Crime|Drama,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22357.jpg,22357,The Secret Six (1931),Crime|Drama,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22264.jpg,22264,The Phantom of Paris (1931),Drama|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10747.jpg,10747,Sunnyside (1919),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25094.jpg,25094,Evergreen (1934),Comedy|Musical|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23335.jpg,23335,The Phantom of Crestwood (1932),Crime|Mystery,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25211.jpg,25211,Gulliver Mickey (1934),Comedy|Family|Animation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23495.jpg,23495,The Son-Daughter (1932),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24252.jpg,24252,Liebelei (1933),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14972.jpg,14972,He Who Gets Slapped (1924),Drama|Romance|Thriller,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12512.jpg,12512,Now or Never (1921),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23277.jpg,23277,No Man of Her Own (1932),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14702.jpg,14702,Beau Brummel (1924),Drama|History|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24184.jpg,24184,The Invisible Man (1933),Horror|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24471.jpg,24471,Private Detective 62 (1933),Comedy|Crime|Drama,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20030.jpg,20030,The Iron Mask (1929),Adventure|Drama|History,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19640.jpg,19640,Angora Love (1929),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16129.jpg,16129,The Movies (1925),Comedy|Short,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24886.jpg,24886,The Big Bad Wolf (1934),Animation|Comedy|Family,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24214.jpg,24214,Apart from You (1933),Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22208.jpg,22208,Night Nurse (1931),Crime|Drama|Mystery,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22689.jpg,22689,Bird of Paradise (1932),Adventure|Romance|Drama,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7507.jpg,7507,The Vagabond (1916),Short|Comedy|Romance,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11865.jpg,11865,Why Change Your Wife? (1920),Comedy|Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23622.jpg,23622,Trouble in Paradise (1932),Comedy|Crime|Romance,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23225.jpg,23225,Million Dollar Legs (1932),Comedy|Sport,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18451.jpg,18451,The Student Prince in Old Heidelberg (1927),Drama|Romance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19130.jpg,19130,The Man Who Laughs (1928),Drama|Horror|Mystery,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15841.jpg,15841,The Freshman (1925),Comedy|Family|Sport,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25028.jpg,25028,Dames (1934),Comedy|Musical|Romance,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5571.jpg,5571,A Jitney Elopement (1915),Short|Comedy,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
